Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Valentin Gendrey,Lecce,D(R),25,2250,0,1,3,0,0.3,73.3,1.3,0,6.6
Ignatius Ganago,Nantes,"AM(LR),FW",12,1144,4,3,0,0,1.2,66.0,2.2,0,6.6
Mathías Olivera,Napoli,"D(L),M(L)",9,924,1,2,1,0,0.1,87.4,0.5,1,6.6
Nuno da Costa,Auxerre,"AM(LR),FW",14,1331,3,2,3,1,1.3,69.2,1.3,3,6.6
Valentín Castellanos,Girona,"AM(R),FW",24,1926,6,0,7,0,2.3,63.1,1.5,0,6.6
David Okereke,Cremonese,"AM(CLR),FW",21,1790,5,0,4,0,1.9,72.2,1.4,0,6.6
Marco Silvestri,Udinese,GK,27,2430,0,0,0,0,0.0,72.9,0.3,0,6.6
Danilo Cataldi,Lazio,M(C),22,1652,0,1,4,0,0.3,88.5,0.1,0,6.6
César Azpilicueta,Chelsea,"D(CLR),M(R)",11,1104,0,0,3,0,0.4,82.8,1.2,0,6.6
Nicolò Fagioli,Juventus,M(C),10,954,2,3,2,0,0.4,85.8,0.0,0,6.6
José Sá,Wolves,GK,28,2520,0,0,0,0,0.0,68.4,0.3,2,6.59
Ciprian Tatarusanu,AC Milan,GK,16,1440,0,1,0,0,0.0,75.5,0.1,0,6.59
Stole Dimitrievski,Rayo Vallecano,GK,25,2250,0,0,3,0,0.0,54.4,0.4,3,6.59
Nacho,Real Madrid,D(CLR),10,923,0,1,5,0,0.2,92.5,1.3,0,6.59
Jens Cajuste,Reims,DMC,8,998,3,1,6,1,0.9,80.2,0.5,0,6.59
Hugo Mallo,Celta Vigo,"D(CR),M(R)",18,1479,0,0,5,0,0.7,80.3,1.9,0,6.59
Jerdy Schouten,Bologna,DMC,19,1646,0,2,3,0,0.3,85.4,0.7,0,6.59
Marcos Alonso,Barcelona,"D(CL),M(L)",6,674,1,0,1,0,0.2,91.8,0.8,0,6.59
Piero Hincapié,Leverkusen,D(CL),19,1767,1,0,6,2,0.7,82.7,1.9,0,6.59
Timothy Weah,Lille,"D(L),M(LR),FW",12,1181,0,2,1,0,1.2,86.0,0.5,0,6.59
Matty Cash,Aston Villa,"D(R),M(CLR)",18,1640,0,1,3,0,0.3,79.5,0.5,1,6.59
Lewis Dunk,Brighton,D(C),25,2250,0,0,2,0,0.6,90.5,1.8,0,6.59
Waldemar Anton,Stuttgart,"D(CR),DMC",25,2176,1,0,3,0,0.7,79.4,1.6,0,6.59
Lilian Brassier,Brest,D(CL),25,2194,0,0,4,0,0.5,77.6,1.3,0,6.59
Weston McKennie,Juventus,"D(C),M(CLR)",13,1060,1,1,0,0,0.5,81.7,0.8,0,6.59
Jirí Pavlenka,Werder Bremen,GK,24,2099,0,0,0,0,0.0,68.2,0.3,1,6.59
Marc Guéhi,Crystal Palace,D(C),27,2430,0,0,7,0,0.3,86.3,1.1,0,6.59
Pablo Marí,Monza,D(C),18,1673,1,0,3,0,0.4,87.5,1.8,0,6.59
Matz Sels,Strasbourg,GK,28,2520,0,0,2,0,0.0,63.2,0.3,2,6.59
Atakan Karazor,Stuttgart,"D(C),DMC",15,1343,0,1,9,0,0.2,85.1,1.8,1,6.59
Antonino Gallo,Lecce,D(L),19,1692,0,1,2,1,0.2,70.8,0.9,0,6.59
Robin Koch,Leeds,"D(C),DMC",26,2294,0,0,5,0,0.3,77.3,2.8,0,6.59
Joris Chotard,Montpellier,DMC,18,1713,0,2,4,0,0.4,80.1,0.4,0,6.59
Amos Pieper,Werder Bremen,D(C),21,1848,1,1,8,0,0.4,79.8,2.5,0,6.59
Juan Bernat,PSG,"D(L),M(CL)",12,1137,1,3,1,0,0.3,93.3,0.2,0,6.59
Nathan Collins,Wolves,D(CR),17,1579,0,0,2,1,0.1,88.8,1.5,0,6.58
Anthony Losilla,Bochum,"D(C),DMC",23,2016,0,2,3,1,0.7,68.9,2.8,0,6.58
Andrés Guardado,Real Betis,"D(L),M(CL)",11,972,1,1,5,0,0.4,84.9,0.6,0,6.58
João Moutinho,Wolves,M(C),19,1665,0,2,2,0,0.6,84.0,0.3,0,6.58
Eddie Nketiah,Arsenal,FW,9,990,4,1,2,0,1.7,82.0,0.4,1,6.58
Andrea Petagna,Monza,FW,15,1268,2,4,1,0,1.2,73.4,1.3,1,6.58
Pierre Kalulu,AC Milan,D(CR),22,2118,1,0,4,0,0.4,88.6,0.9,1,6.58
Filippo Bandinelli,Empoli,M(C),21,1753,2,0,6,0,0.7,78.4,0.3,1,6.58
Valentino Lazaro,Torino,"D(R),M(CLR)",13,1071,0,2,4,0,0.5,77.8,0.7,2,6.58
Andrej Kramaric,Hoffenheim,"AM(CLR),FW",17,1622,7,2,1,0,1.9,81.6,0.3,1,6.58
Copete,Mallorca,D(C),18,1459,0,0,7,0,0.2,79.6,1.1,1,6.58
Brecht Dejaegere,Toulouse,AM(C),22,1630,4,1,5,0,0.9,80.6,0.3,0,6.58
Álex Baena,Villarreal,AM(CL),12,1293,4,1,10,1,1.7,81.0,0.1,2,6.58
Manuel Lazzari,Lazio,"D(R),M(R)",17,1400,0,0,5,0,0.2,89.7,0.3,0,6.58
Charalampos Lykogiannis,Bologna,"D(CL),M(L)",11,1054,2,0,3,0,1.0,74.8,0.9,0,6.58
Samuele Ricci,Torino,M(C),14,1336,1,1,5,0,0.7,90.1,0.3,0,6.58
Joe Aribo,Southampton,"M(CLR),FW",11,1097,2,0,2,0,0.7,74.2,1.4,0,6.58
Omar Mascarell,Elche,DMC,23,2000,0,0,6,0,0.4,85.2,1.0,0,6.58
Franco Cervi,Celta Vigo,AM(CL),16,1426,0,3,0,1,0.7,77.7,0.4,0,6.58
Sasa Lukic,Torino,M(C),13,1195,2,0,4,0,1.0,88.1,1.4,1,6.58
Emanuel Aiwu,Cremonese,D(C),14,1300,0,0,3,0,0.2,81.3,1.4,1,6.58
Maxime Le Marchand,Strasbourg,D(CL),18,1568,0,0,4,1,0.3,79.2,2.0,0,6.58
Suso,Sevilla,"AM(CLR),FW",5,600,1,1,1,0,0.9,89.3,0.0,1,6.58
Santiago Bueno,Girona,D(C),25,2238,0,1,4,1,0.5,86.2,2.2,0,6.58
Roméo Lavia,Southampton,DMC,16,1378,1,0,6,0,0.4,86.7,0.3,0,6.58
Julián Álvarez,Man City,"AM(CR),FW",6,739,5,0,0,0,1.4,80.9,0.3,1,6.58
Christopher Antwi-Adjei,Bochum,AM(CLR),13,1222,2,6,0,0,1.0,69.5,0.5,1,6.58
Bradley Locko,Reims,"D(L),M(L)",13,1060,0,0,3,1,0.3,81.0,0.8,0,6.58
Conor Gallagher,Chelsea,AM(C),10,940,1,1,5,1,0.7,82.9,0.6,1,6.58
Brendan Chardonnet,Brest,D(C),17,1589,0,0,5,0,0.5,81.9,2.8,0,6.58
Antonio Rüdiger,Real Madrid,D(CR),17,1599,1,0,1,0,0.7,91.9,1.1,0,6.58
Gio Reyna,Borussia Dortmund,AM(CLR),4,524,5,0,1,0,1.0,78.8,0.3,0,6.57
Marcelo Brozovic,Inter,M(CR),11,1012,2,0,6,0,0.9,88.8,0.2,0,6.57
Sebastian Rode,Eintracht Frankfurt,"D(R),M(C)",12,947,4,1,5,0,0.3,85.1,0.4,0,6.57
Jeffrey Schlupp,Crystal Palace,"D(L),M(CLR)",24,2040,2,0,5,0,0.7,77.2,0.7,0,6.57
Lucas Höler,Freiburg,"AM(CLR),FW",7,731,3,0,0,0,0.9,63.9,1.9,1,6.57
Jakub Kaminski,Wolfsburg,AM(LR),16,1332,1,2,0,0,1.0,74.3,0.4,0,6.57
Lovro Majer,Rennes,AM(CR),12,1068,1,3,2,0,1.0,83.7,0.2,0,6.57
Kike Pérez,Real Valladolid,M(C),19,1613,0,2,5,0,1.3,79.0,1.0,0,6.57
Chidera Ejuke,Hertha Berlin,"AM(CLR),FW",9,791,0,3,0,0,1.4,82.7,0.3,0,6.57
Neco Williams,Nottingham Forest,"D(LR),M(LR)",14,1362,0,0,4,0,0.8,68.5,0.5,1,6.57
Dimitri Payet,Marseille,"M(CLR),FW",8,706,2,3,0,0,1.2,78.1,0.1,1,6.57
Ruslan Malinovskyi,Atalanta,"M(CLR),FW",5,548,1,2,2,0,1.3,79.5,0.3,0,6.57
Sebastiaan Bornauw,Wolfsburg,D(C),16,1344,0,0,6,0,0.1,84.3,1.9,0,6.57
Dimitri Liénard,Strasbourg,"D(L),M(CL)",18,1474,0,0,4,0,0.5,77.7,0.8,0,6.57
Dean Henderson,Nottingham Forest,GK,18,1620,0,0,2,0,0.0,56.8,0.1,2,6.57
Joe Rodon,Rennes,D(C),14,1238,1,0,2,1,0.5,89.6,2.8,1,6.57
Flavius Daniliuc,Salernitana,D(CR),16,1480,0,2,7,0,0.4,85.8,1.6,0,6.57
Milos Veljkovic,Werder Bremen,"D(C),DMC",17,1520,1,0,1,0,0.1,82.2,2.0,0,6.57
José Fonte,Lille,D(C),22,1873,1,0,5,0,0.5,90.1,2.0,1,6.57
Raphaël Varane,Man Utd,D(C),17,1483,0,0,1,0,0.3,86.1,1.5,0,6.57
Danilo Soares,Bochum,"D(L),M(L)",18,1376,0,0,5,0,0.1,72.4,1.3,0,6.57
Amine Adli,Leverkusen,"AM(CLR),FW",9,926,2,2,1,1,1.1,78.1,1.1,1,6.57
Krzysztof Piatek,Salernitana,FW,16,1512,3,2,4,0,2.0,71.1,2.7,1,6.57
Kamory Doumbia,Reims,AM(C),11,913,2,2,0,0,1.1,81.8,0.4,0,6.57
Aaron Hickey,Brentford,"D(LR),M(LR)",14,1165,0,0,5,0,0.4,84.2,0.4,0,6.57
Rubén Alcaraz,Cadiz,DMC,14,1263,2,0,6,1,1.0,79.9,1.1,1,6.57
Axel Witsel,Atletico,"D(C),M(C)",15,1400,0,0,2,0,0.3,93.2,1.0,0,6.57
Rubén Sobrino,Cadiz,"AM(CLR),FW",17,1556,2,1,7,0,0.9,74.2,1.6,1,6.57
Mattias Svanberg,Wolfsburg,M(CL),14,1283,2,4,4,0,0.8,71.3,0.7,1,6.57
Niklas Stark,Werder Bremen,"D(C),DMC",14,1317,0,0,6,0,0.1,82.8,1.4,0,6.57
Konstantinos Tsimikas,Liverpool,D(L),6,534,0,4,1,0,0.5,85.2,0.4,0,6.56
Nemanja Matic,Roma,DMC,13,1411,1,1,4,0,0.3,86.3,0.5,0,6.56
Dani Carvajal,Real Madrid,D(R),16,1456,0,2,4,0,0.3,86.9,0.3,0,6.56
Joe Worrall,Nottingham Forest,D(C),16,1606,1,0,6,0,0.2,80.0,1.8,0,6.56
Harvey Elliott,Liverpool,AM(CR),16,1432,1,2,1,0,1.1,82.2,0.1,0,6.56
Vitalii Mykolenko,Everton,"D(CL),M(L)",25,2148,0,0,3,0,0.3,76.6,0.7,0,6.56
Mohamed Simakan,RBL,D(CR),12,924,1,1,0,0,0.4,83.6,1.3,0,6.56
Pietro Terracciano,Fiorentina,GK,23,2070,0,0,1,0,0.0,74.0,0.3,1,6.56
Himad Abdelli,Angers,AM(CL),14,1263,0,0,1,0,0.6,82.8,0.6,0,6.56
Asier Illarramendi,Real Sociedad,M(C),9,746,1,0,3,0,0.6,87.4,0.3,0,6.56
Jaume Costa,Mallorca,"D(LR),M(L)",22,1848,0,1,8,0,0.5,76.0,0.9,0,6.56
Rodri,Real Betis,AM(CLR),15,1159,2,1,0,0,0.5,89.7,0.0,1,6.56
Diogo Leite,Union Berlin,D(C),20,1733,0,1,3,1,0.4,78.6,2.4,0,6.56
Josh Doig,Verona,"D(CL),M(L)",14,1245,2,3,1,0,0.9,68.9,0.7,0,6.56
Maximiliano Caufriez,Clermont Foot,D(CR),16,1388,0,0,6,1,0.4,89.0,0.9,0,6.56
Danny Ings,Aston Villa,"AM(C),FW",8,819,6,0,3,0,1.5,72.2,0.9,1,6.56
Mahdi Camara,Brest,"D(CR),DMC",17,1449,0,0,2,1,0.7,85.1,0.6,0,6.56
Edmond Tapsoba,Leverkusen,D(C),24,2152,1,0,3,0,0.5,85.9,1.5,1,6.56
Maxime Estève,Montpellier,D(C),15,1362,0,0,3,0,0.2,80.7,1.3,2,6.56
Massadio Haïdara,Lens,"D(CL),M(L)",15,1327,0,0,4,0,0.3,87.4,1.3,0,6.56
Ivan Ordets,Bochum,D(C),19,1667,0,0,3,0,0.3,73.9,4.0,0,6.56
Vincent Marchetti,AC Ajaccio,M(C),22,1843,0,1,5,0,1.4,80.8,0.1,0,6.56
Erhan Masovic,Bochum,D(C),14,1394,4,0,2,0,0.6,80.6,1.4,1,6.56
Renaud Ripart,Troyes,"D(R),M(CLR),FW",14,1283,4,1,4,0,1.6,70.6,2.1,0,6.56
Iván Sánchez,Real Valladolid,AM(CR),13,1005,1,0,0,0,0.8,84.4,0.1,1,6.55
Andrea Cambiaso,Bologna,"D(LR),M(L)",19,1622,0,2,2,0,0.4,82.7,0.1,1,6.55
Alex Telles,Sevilla,"D(CL),M(L)",10,996,0,2,4,0,0.6,81.2,0.9,0,6.55
Aleksa Terzic,Fiorentina,D(L),4,498,0,0,0,0,0.4,84.9,0.4,0,6.55
Bruno Amione,Sampdoria,D(C),16,1334,0,1,7,0,0.5,78.0,3.1,0,6.55
Léo Baptistão,Almeria,"AM(CLR),FW",17,1256,3,2,6,0,1.7,69.3,0.9,3,6.55
Crysencio Summerville,Leeds,AM(LR),9,1013,4,2,2,0,1.1,77.7,0.2,0,6.55
Rodrigo Riquelme,Girona,AM(CL),19,1627,4,2,1,0,1.7,77.3,0.2,1,6.55
Ismaël Doukouré,Strasbourg,D(C),16,1472,1,1,5,0,0.3,82.0,1.1,0,6.55
Fred,Man Utd,M(C),10,962,2,1,5,0,1.0,80.3,0.4,0,6.55
Salih Özcan,Borussia Dortmund,M(C),16,1344,0,1,6,0,0.1,87.1,0.9,0,6.55
Mehdi Léris,Sampdoria,M(CLR),21,1802,0,1,11,0,0.9,70.4,2.3,0,6.55
Marc Roca,Leeds,DMC,21,1636,1,2,5,0,0.9,80.3,0.7,0,6.55
Jean-Daniel Akpa Akpro,Empoli,"D(R),M(CLR)",11,928,0,0,6,2,0.5,78.2,0.6,0,6.55
Wahbi Khazri,Montpellier,"M(CLR),FW",13,1133,4,1,4,1,1.4,74.1,0.5,0,6.55
Arkadiusz Reca,Spezia,"D(L),M(L)",19,1614,1,1,5,0,0.7,71.3,0.5,0,6.55
Matteo Ruggeri,Atalanta,M(L),7,733,0,1,3,0,0.7,83.7,0.8,0,6.55
Sebastiano Luperto,Empoli,D(C),25,2166,1,0,2,2,0.5,86.3,1.6,1,6.54
Renan Lodi,Nottingham Forest,"D(L),M(L)",18,1529,0,0,5,0,0.5,75.3,0.7,0,6.54
Lesley Ugochukwu,Rennes,M(C),9,951,0,1,1,1,0.2,86.6,0.7,0,6.54
Matheus Nunes,Wolves,M(C),22,1704,0,1,1,1,0.9,81.4,0.6,1,6.54
Isak Hien,Verona,D(C),18,1736,0,0,8,0,0.0,73.7,2.5,0,6.54
Théo Bongonda,Cadiz,AM(LR),15,1169,2,2,0,0,1.4,74.0,0.5,0,6.54
Nicola Zalewski,Roma,M(LR),17,1452,1,1,2,0,0.7,77.4,0.1,1,6.54
Carlos Soler,PSG,M(CLR),10,845,3,2,0,0,0.5,87.5,0.1,1,6.54
Domingos Duarte,Getafe,D(C),24,2106,0,2,8,1,0.5,78.0,1.7,1,6.54
Nicolas Cozza,Montpellier,D(CL),14,1275,2,1,3,0,0.4,73.4,1.2,0,6.54
Yan Couto,Girona,"D(R),M(R)",7,682,0,1,1,0,0.4,79.9,0.1,0,6.54
Nikola Moro,Bologna,DMC,7,688,0,2,1,0,0.8,78.8,1.1,0,6.54
Dennis Geiger,Hoffenheim,M(C),20,1445,1,2,7,0,0.3,84.5,0.4,1,6.54
Yohann Magnin,Clermont Foot,DMC,22,2039,0,0,5,0,0.5,84.8,0.8,0,6.54
Eric Martel,FC Koln,DMC,15,1357,0,0,3,0,0.7,80.5,1.8,0,6.54
Arnaud Nordin,Montpellier,"AM(CLR),FW",20,1584,4,2,3,0,1.3,78.3,0.6,0,6.54
Tommaso Baldanzi,Empoli,AM(C),16,1170,4,0,1,0,0.9,84.7,0.2,1,6.54
Hugo Bueno,Wolves,D(L),13,1047,0,1,1,0,0.3,84.8,0.4,0,6.54
Christian Groß,Werder Bremen,"D(C),DMC",17,1387,1,0,2,0,0.2,83.0,1.1,0,6.54
Elseid Hysaj,Lazio,"D(LR),M(R)",12,1159,0,1,3,0,0.1,84.3,0.8,0,6.54
Brennan Johnson,Nottingham Forest,"AM(CLR),FW",25,2224,7,2,4,0,1.6,63.3,0.5,2,6.54
Mehdi Bourabia,Spezia,M(C),26,2103,0,2,3,0,0.8,80.5,0.6,0,6.54
Jonathan Ikoné,Fiorentina,"AM(CLR),FW",17,1514,2,4,3,0,1.5,84.4,0.5,0,6.54
Maxime Lopez,Sassuolo,M(CR),16,1514,0,0,8,0,0.4,88.2,0.2,0,6.54
Samu Castillejo,Valencia,AM(CLR),15,1132,3,0,6,0,1.6,85.4,0.3,0,6.54
Borja Mayoral,Getafe,FW,26,2138,6,2,4,0,1.6,77.1,1.0,2,6.54
Fernando,Sevilla,"D(C),DMC",14,1148,0,0,2,1,0.3,90.2,0.7,0,6.54
Tyrell Malacia,Man Utd,D(L),10,920,0,0,3,0,0.2,84.8,0.3,0,6.54
Unai Simón,Athletic Bilbao,GK,22,1936,0,0,1,0,0.0,68.8,0.0,1,6.53
Pawel Dawidowicz,Verona,D(C),14,1135,1,1,5,1,0.7,77.3,1.9,0,6.53
Adama Traoré,Wolves,"M(CLR),FW",9,1175,2,1,0,0,0.6,74.2,1.2,0,6.53
Pere Milla,Elche,"AM(CLR),FW",15,1238,6,1,5,0,1.2,72.5,0.9,2,6.53
Filip Djuricic,Sampdoria,"AM(CLR),FW",21,1643,3,0,8,0,0.9,78.6,0.4,0,6.53
Damián Suárez,Getafe,"D(R),M(R)",15,1114,1,0,3,0,0.1,70.9,0.6,0,6.53
Manu Sánchez,Osasuna,D(L),12,1208,0,1,1,0,0.3,83.5,0.5,0,6.53
Leonardo Sernicola,Cremonese,"D(R),M(R)",21,1787,1,1,7,0,0.9,72.5,0.9,1,6.53
Josh Dasilva,Brentford,M(C),12,1121,3,2,1,0,0.5,83.9,0.2,0,6.53
Matteo Bianchetti,Cremonese,D(C),18,1692,1,0,3,0,0.3,77.6,2.5,0,6.53
Lukás Hrádecky,Leverkusen,GK,24,2160,0,0,0,1,0.0,67.9,0.3,0,6.53
Vladimír Coufal,West Ham,"D(R),M(R)",16,1428,0,0,4,0,0.3,66.4,1.3,0,6.53
Musa Barrow,Bologna,"AM(CL),FW",15,1202,2,2,2,0,2.0,76.6,0.2,0,6.53
Ansgar Knauff,Eintracht Frankfurt,M(LR),12,1033,1,1,1,0,0.7,65.4,0.4,0,6.53
César de la Hoz,Almeria,DMC,13,1185,1,0,5,0,0.5,81.2,1.1,1,6.53
Hugo Ekitike,PSG,FW,8,824,3,3,0,0,1.2,82.8,0.3,0,6.53
Nicolò Cambiaghi,Empoli,Forward,4,569,3,1,1,0,1.1,82.0,0.2,1,6.53
Tosin Adarabioyo,Fulham,D(CR),13,1184,1,0,2,0,0.3,81.2,1.8,0,6.53
Gumbau,Elche,DMC,20,1772,0,4,9,0,1.0,80.5,0.5,1,6.53
Paulo Gazzaniga,Girona,GK,16,1440,0,0,3,0,0.0,68.5,0.2,2,6.53
Patson Daka,Leicester,FW,11,851,4,3,2,0,1.2,67.2,0.7,0,6.53
Monchu,Real Valladolid,DMC,16,1295,1,1,7,0,1.0,83.0,0.5,1,6.53
Aimar Oroz,Osasuna,AM(C),13,1165,3,1,5,0,0.8,79.7,0.6,1,6.53
Iván Balliu,Rayo Vallecano,"D(R),M(R)",25,2183,0,0,5,0,0.2,80.8,0.8,0,6.53
Noah Fadiga,Brest,D(R),15,1199,1,0,2,0,0.5,80.2,0.4,1,6.53
Jordan Henderson,Liverpool,"D(C),M(CLR)",14,1261,0,1,2,0,0.6,84.0,0.3,0,6.53
Stephy Mavididi,Montpellier,"AM(LR),FW",12,945,2,1,1,1,1.6,76.1,0.4,0,6.52
Dodô,Fiorentina,D(R),20,1668,0,2,3,1,0.3,85.3,0.7,1,6.52
Pedro Chirivella,Nantes,DMC,22,1857,0,1,1,0,0.7,86.3,0.3,0,6.52
Isaac Success,Udinese,"AM(LR),FW",18,1618,0,6,3,0,1.2,66.3,1.2,0,6.52
Juanmi,Real Betis,"AM(CLR),FW",8,715,4,0,3,0,1.0,85.3,0.5,1,6.52
Rubén Sánchez,Espanyol,AM(R),6,655,0,2,1,0,0.5,81.0,0.7,0,6.52
Jean-Eudes Aholou,Strasbourg,DMC,13,1065,3,1,3,1,0.8,75.4,1.0,1,6.52
Evann Guessand,Nantes,"AM(R),FW",13,1110,2,2,2,0,0.8,72.4,1.0,1,6.52
Jonjoe Kenny,Hertha Berlin,"D(LR),M(R)",18,1641,0,1,2,0,0.3,75.6,0.9,0,6.52
Antonio Candreva,Salernitana,M(CLR),24,2088,3,3,1,1,1.2,79.3,0.0,1,6.52
Wesley Saïd,Lens,"AM(CLR),FW",6,595,5,0,2,0,1.4,83.1,0.2,0,6.52
Marcel Halstenberg,RBL,"D(CL),M(L)",13,1227,1,1,2,0,0.3,81.0,0.9,0,6.52
Yoane Wissa,Brentford,"AM(L),FW",12,1173,5,2,2,0,0.9,73.0,0.5,0,6.52
Konstantinos Stafylidis,Bochum,"D(LR),DMC,M(L)",8,802,0,2,2,0,0.7,74.8,0.8,0,6.52
Juan Iglesias,Getafe,"D(LR),M(R)",15,1501,1,0,4,0,0.6,63.7,0.5,0,6.52
Mateusz Wieteska,Clermont Foot,D(C),27,2430,0,1,5,0,0.5,82.1,2.0,1,6.52
Dany Mota,Monza,FW,12,1177,3,0,1,0,0.8,73.2,1.1,0,6.52
Danny da Costa,Mainz,"D(R),M(R)",11,971,0,2,0,0,0.3,63.6,0.8,0,6.52
Arthur Cabral,Fiorentina,FW,9,927,6,1,2,0,1.6,71.1,1.3,1,6.52
Jordan Ferri,Montpellier,M(C),24,2039,0,2,4,1,0.4,86.2,0.6,1,6.52
Lewis Cook,Bournemouth,M(CL),17,1516,0,2,2,0,0.2,81.0,0.3,0,6.52
Rayan Aït-Nouri,Wolves,"D(L),M(L)",9,1025,1,0,4,0,0.5,81.4,0.7,0,6.52
Agustín Marchesín,Celta Vigo,GK,19,1710,0,0,3,0,0.0,67.4,0.2,0,6.52
Leonardo Bittencourt,Werder Bremen,"M(CLR),FW",14,1026,2,1,6,0,0.9,74.7,0.2,0,6.52
Dejan Ljubicic,FC Koln,M(CR),13,1149,3,0,1,0,1.2,77.6,0.3,1,6.52
Kevin Agudelo,Spezia,"AM(CR),FW",21,1799,0,1,3,0,0.8,75.7,0.5,0,6.52
Robert Gumny,Augsburg,D(CLR),19,1688,1,2,4,0,0.3,67.1,1.9,0,6.52
Gastón Álvarez,Getafe,D(L),9,904,2,0,5,1,0.2,64.9,1.6,0,6.52
Djené Dakonam,Getafe,D(C),23,1989,0,1,7,0,0.3,79.4,1.8,1,6.51
Hugo Magnetti,Brest,DMC,15,1376,0,2,0,0,0.6,84.0,0.3,0,6.51
Ezri Konsa,Aston Villa,D(CR),26,2333,0,0,4,0,0.3,87.6,1.6,0,6.51
Omar Colley,Sampdoria,D(C),15,1385,1,0,5,0,0.4,86.2,1.8,0,6.51
Vanja Milinkovic-Savic,Torino,GK,27,2430,0,0,3,0,0.0,54.1,0.3,1,6.51
Simone Verdi,Verona,"AM(CLR),FW",6,604,2,0,2,0,0.9,74.7,0.2,1,6.51
Marvin Plattenhardt,Hertha Berlin,"D(L),M(L)",21,1740,0,2,2,0,0.3,74.2,0.6,1,6.51
Elbasan Rashani,Clermont Foot,AM(CLR),17,1449,3,1,2,0,1.0,78.1,0.6,0,6.51
Edu Expósito,Espanyol,M(C),11,976,2,2,3,0,0.7,77.2,0.5,1,6.51
Brian Ocampo,Cadiz,AM(L),15,1129,1,1,2,0,0.7,78.2,0.4,1,6.51
Falaye Sacko,Montpellier,"D(CR),M(R)",20,1796,0,3,2,0,0.1,80.6,0.5,0,6.51
Julian Weigl,Borussia M.Gladbach,"D(C),DMC",14,1267,0,0,5,0,0.4,88.3,0.9,0,6.51
Yan Valery,Angers,"D(CR),M(R)",20,1638,0,0,1,0,0.4,76.7,1.3,0,6.51
Kristijan Jakic,Eintracht Frankfurt,"D(CR),DMC",14,1263,1,0,2,0,0.3,77.7,0.8,0,6.51
Fabio Depaoli,Verona,"D(R),DMC,M(LR)",16,1491,2,2,3,0,0.7,64.2,0.9,0,6.51
Gorka Guruzeta,Athletic Bilbao,FW,8,739,6,0,1,0,1.6,70.8,0.9,2,6.51
Roberto Soriano,Bologna,AM(CLR),14,1249,1,3,1,0,0.5,81.3,0.4,0,6.51
Marcos Senesi,Bournemouth,D(C),22,1882,2,0,4,0,0.2,80.0,1.0,1,6.51
Philipp Förster,Bochum,"M(CLR),FW",12,1026,2,5,3,0,0.6,78.4,0.3,1,6.51
Alexis Claude-Maurice,Lens,AM(CL),4,480,3,2,0,0,0.7,86.2,0.2,0,6.51
Koffi Djidji,Torino,D(CL),20,1832,1,0,2,0,0.3,86.5,1.4,1,6.51
Pape Gueye,Marseille,DMC,4,486,1,1,1,0,0.6,84.8,0.8,0,6.51
Martin Valjent,Mallorca,D(C),20,1759,0,0,7,0,0.2,81.8,1.0,0,6.51
Birama Touré,Auxerre,DMC,28,2506,0,0,3,0,0.6,81.0,1.7,0,6.51
Théo Le Bris,Lorient,M(L),13,1177,2,1,0,0,0.5,81.1,0.4,0,6.5
Giangiacomo Magnani,Verona,D(C),10,806,0,0,4,1,0.3,72.7,1.3,1,6.5
Ronaël Pierre-Gabriel,Strasbourg,"D(CLR),M(R)",7,653,0,1,3,0,0.2,80.8,0.6,0,6.5
Daniel Podence,Wolves,"AM(CLR),FW",18,1511,5,0,5,0,1.4,70.6,0.2,2,6.5
Gianluca Scamacca,West Ham,FW,11,929,3,0,3,0,1.9,66.9,1.1,0,6.5
Luiz Felipe,Real Betis,D(C),13,1037,0,0,1,3,0.1,85.7,0.9,0,6.5
Kelvin Amian,Spezia,"D(CLR),M(R)",16,1500,0,1,4,0,0.8,76.2,1.1,0,6.5
Tiago Tomás,Stuttgart,"AM(CLR),FW",12,957,2,3,1,0,1.1,64.4,0.3,0,6.5
Ansu Fati,Barcelona,"AM(L),FW",9,926,3,3,3,0,1.8,85.6,0.2,0,6.5
Jonathan Tah,Leverkusen,D(C),20,1764,1,0,6,0,0.3,89.3,1.7,0,6.5
Mickaël Alphonse,AC Ajaccio,D(LR),11,1111,0,0,1,0,0.5,70.9,1.3,1,6.5
Samú Costa,Almeria,M(C),13,1241,1,0,3,0,0.6,79.1,1.3,0,6.5
Leandro Cabrera,Espanyol,D(CL),22,1875,0,0,5,2,0.7,72.7,2.3,0,6.5
Daniel Amartey,Leicester,"D(CR),DMC",17,1520,0,0,1,0,0.3,91.6,1.5,1,6.5
Marvin Friedrich,Borussia M.Gladbach,D(C),10,962,1,0,1,0,0.5,85.5,2.1,0,6.5
Ivan Rakitic,Sevilla,M(CL),14,1194,1,2,3,1,1.1,84.9,0.8,1,6.5
Tyronne Ebuehi,Empoli,D(LR),12,1071,2,1,0,0,0.8,78.9,0.4,0,6.5
Stéphane Diarra,Lorient,AM(R),13,992,2,0,1,0,0.8,74.5,0.2,1,6.5
Óscar Rodríguez,Celta Vigo,AM(CLR),14,1288,2,0,5,0,1.4,84.2,0.4,0,6.5
Roque Mesa,Real Valladolid,DMC,15,1247,2,1,6,1,1.0,83.2,0.4,1,6.5
Hugo Guillamón,Valencia,"D(C),DMC",18,1525,1,4,5,0,0.2,84.0,0.9,0,6.49
