Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Nicolò Cambiaghi,"Empoli,",", Forward",4(13),569,3,1,1,-,1.1,82,0.2,1,6.53
Tosin Adarabioyo,"Fulham,",", D(CR)",13(2),1184,1,-,2,-,0.3,81.2,1.8,-,6.53
Gumbau,"Elche,",", DMC",20(4),1772,-,4,9,-,1,80.5,0.5,1,6.53
Paulo Gazzaniga,"Girona,",", GK",16,1440,-,-,3,-,-,68.5,0.2,2,6.53
Patson Daka,"Leicester,",", FW",11(9),851,4,3,2,-,1.2,67.2,0.7,-,6.53
Monchu,"Real Valladolid,",", DMC",16(7),1295,1,1,7,-,1,83,0.5,1,6.53
Aimar Oroz,"Osasuna,",", AM(C)",13(7),1165,3,1,5,-,0.8,79.7,0.6,1,6.53
Iván Balliu,"Rayo Vallecano,",", D(R),M(R)",25,2183,-,-,5,-,0.2,80.8,0.8,-,6.53
Noah Fadiga,"Brest,",", D(R)",15(3),1199,1,-,2,-,0.5,80.2,0.4,1,6.53
Jordan Henderson,"Liverpool,",", D(C),M(CLR)",14(9),1261,-,1,2,-,0.6,84,0.3,-,6.53
Stephy Mavididi,"Montpellier,",", AM(LR),FW",12(4),945,2,1,1,1,1.6,76.1,0.4,-,6.52
Dodô,"Fiorentina,",", D(R)",20(3),1668,-,2,3,1,0.3,85.3,0.7,1,6.52
Pedro Chirivella,"Nantes,",", DMC",22(1),1857,-,1,1,-,0.7,86.3,0.3,-,6.52
Isaac Success,"Udinese,",", AM(LR),FW",18(9),1618,-,6,3,-,1.2,66.3,1.2,-,6.52
Juanmi,"Real Betis,",", AM(CLR),FW",8(6),715,4,-,3,-,1,85.3,0.5,1,6.52
Rubén Sánchez,"Espanyol,",", AM(R)",6(8),655,-,2,1,-,0.5,81,0.7,-,6.52
Jean-Eudes Aholou,"Strasbourg,",", DMC",13(9),1065,3,1,3,1,0.8,75.4,1,1,6.52
Evann Guessand,"Nantes,",", AM(R),FW",13(13),1110,2,2,2,-,0.8,72.4,1,1,6.52
Jonjoe Kenny,"Hertha Berlin,",", D(LR),M(R)",18(4),1641,-,1,2,-,0.3,75.6,0.9,-,6.52
Antonio Candreva,"Salernitana,",", M(CLR)",24(2),2088,3,3,1,1,1.2,79.3,-,1,6.52
Wesley Saïd,"Lens,",", AM(CLR),FW",6(11),595,5,-,2,-,1.4,83.1,0.2,-,6.52
Marcel Halstenberg,"RBL,",", D(CL),M(L)",13(9),1227,1,1,2,-,0.3,81,0.9,-,6.52
Yoane Wissa,"Brentford,",", AM(L),FW",12(15),1173,5,2,2,-,0.9,73,0.5,-,6.52
Konstantinos Stafylidis,"Bochum,",", D(LR),DMC,M(L)",8(6),802,-,2,2,-,0.7,74.8,0.8,-,6.52
Juan Iglesias,"Getafe,",", D(LR),M(R)",15(7),1501,1,-,4,-,0.6,63.7,0.5,-,6.52
Mateusz Wieteska,"Clermont Foot,",", D(C)",27,2430,-,1,5,-,0.5,82.1,2,1,6.52
Dany Mota,"Monza,",", FW",12(7),1177,3,-,1,-,0.8,73.2,1.1,-,6.52
Danny da Costa,"Mainz,",", D(R),M(R)",11(5),971,-,2,-,-,0.3,63.6,0.8,-,6.52
Arthur Cabral,"Fiorentina,",", FW",9(13),927,6,1,2,-,1.6,71.1,1.3,1,6.52
Jordan Ferri,"Montpellier,",", M(C)",24(1),2039,-,2,4,1,0.4,86.2,0.6,1,6.52
Lewis Cook,"Bournemouth,",", M(CL)",17(4),1516,-,2,2,-,0.2,81,0.3,-,6.52
Rayan Aït-Nouri,"Wolves,",", D(L),M(L)",9(11),1025,1,-,4,-,0.5,81.4,0.7,-,6.52
Agustín Marchesín,"Celta Vigo,",", GK",19,1710,-,-,3,-,-,67.4,0.2,-,6.52
Leonardo Bittencourt,"Werder Bremen,",", M(CLR),FW",14(2),1026,2,1,6,-,0.9,74.7,0.2,-,6.52
Dejan Ljubicic,"FC Koln,",", M(CR)",13(5),1149,3,-,1,-,1.2,77.6,0.3,1,6.52
Kevin Agudelo,"Spezia,",", AM(CR),FW",21(5),1799,-,1,3,-,0.8,75.7,0.5,-,6.52
Robert Gumny,"Augsburg,",", D(CLR)",19(2),1688,1,2,4,-,0.3,67.1,1.9,-,6.52
Gastón Álvarez,"Getafe,",", D(L)",9(5),904,2,-,5,1,0.2,64.9,1.6,-,6.52
Djené Dakonam,"Getafe,",", D(C)",23,1989,-,1,7,-,0.3,79.4,1.8,1,6.51
Hugo Magnetti,"Brest,",", DMC",15(9),1376,-,2,-,-,0.6,84,0.3,-,6.51
Ezri Konsa,"Aston Villa,",", D(CR)",26(1),2333,-,-,4,-,0.3,87.6,1.6,-,6.51
Omar Colley,"Sampdoria,",", D(C)",15(1),1385,1,-,5,-,0.4,86.2,1.8,-,6.51
Vanja Milinkovic-Savic,"Torino,",", GK",27,2430,-,-,3,-,-,54.1,0.3,1,6.51
Simone Verdi,"Verona,",", AM(CLR),FW",6(8),604,2,-,2,-,0.9,74.7,0.2,1,6.51
Marvin Plattenhardt,"Hertha Berlin,",", D(L),M(L)",21(1),1740,-,2,2,-,0.3,74.2,0.6,1,6.51
Elbasan Rashani,"Clermont Foot,",", AM(CLR)",17(5),1449,3,1,2,-,1,78.1,0.6,-,6.51
Edu Expósito,"Espanyol,",", M(C)",11(10),976,2,2,3,-,0.7,77.2,0.5,1,6.51
Brian Ocampo,"Cadiz,",", AM(L)",15(3),1129,1,1,2,-,0.7,78.2,0.4,1,6.51
Falaye Sacko,"Montpellier,",", D(CR),M(R)",20(5),1796,-,3,2,-,0.1,80.6,0.5,-,6.51
Julian Weigl,"Borussia M.Gladbach,",", D(C),DMC",14(2),1267,-,-,5,-,0.4,88.3,0.9,-,6.51
Yan Valery,"Angers,",", D(CR),M(R)",20,1638,-,-,1,-,0.4,76.7,1.3,-,6.51
Kristijan Jakic,"Eintracht Frankfurt,",", D(CR),DMC",14(7),1263,1,-,2,-,0.3,77.7,0.8,-,6.51
Fabio Depaoli,"Verona,",", D(R),DMC,M(LR)",16(5),1491,2,2,3,-,0.7,64.2,0.9,-,6.51
Gorka Guruzeta,"Athletic Bilbao,",", FW",8(11),739,6,-,1,-,1.6,70.8,0.9,2,6.51
Roberto Soriano,"Bologna,",", AM(CLR)",14(11),1249,1,3,1,-,0.5,81.3,0.4,-,6.51
Marcos Senesi,"Bournemouth,",", D(C)",22(1),1882,2,-,4,-,0.2,80,1,1,6.51
Philipp Förster,"Bochum,",", M(CLR),FW",12(8),1026,2,5,3,-,0.6,78.4,0.3,1,6.51
Alexis Claude-Maurice,"Lens,",", AM(CL)",4(11),480,3,2,-,-,0.7,86.2,0.2,-,6.51
Koffi Djidji,"Torino,",", D(CL)",20(4),1832,1,-,2,-,0.3,86.5,1.4,1,6.51
Pape Gueye,"Marseille,",", DMC",4(10),486,1,1,1,-,0.6,84.8,0.8,-,6.51
Martin Valjent,"Mallorca,",", D(C)",20,1759,-,-,7,-,0.2,81.8,1,-,6.51
Birama Touré,"Auxerre,",", DMC",28,2506,-,-,3,-,0.6,81,1.7,-,6.51
Théo Le Bris,"Lorient,",", M(L)",13(8),1177,2,1,-,-,0.5,81.1,0.4,-,6.50
Giangiacomo Magnani,"Verona,",", D(C)",10(5),806,-,-,4,1,0.3,72.7,1.3,1,6.50
Ronaël Pierre-Gabriel,"Strasbourg,",", D(CLR),M(R)",7(7),653,-,1,3,-,0.2,80.8,0.6,-,6.50
Daniel Podence,"Wolves,",", AM(CLR),FW",18(8),1511,5,-,5,-,1.4,70.6,0.2,2,6.50
Gianluca Scamacca,"West Ham,",", FW",11(5),929,3,-,3,-,1.9,66.9,1.1,-,6.50
Luiz Felipe,"Real Betis,",", D(C)",13(1),1037,-,-,1,3,0.1,85.7,0.9,-,6.50
Kelvin Amian,"Spezia,",", D(CLR),M(R)",16(4),1500,-,1,4,-,0.8,76.2,1.1,-,6.50
Tiago Tomás,"Stuttgart,",", AM(CLR),FW",12(7),957,2,3,1,-,1.1,64.4,0.3,-,6.50
Ansu Fati,"Barcelona,",", AM(L),FW",9(15),926,3,3,3,-,1.8,85.6,0.2,-,6.50
Jonathan Tah,"Leverkusen,",", D(C)",20(4),1764,1,-,6,-,0.3,89.3,1.7,-,6.50
Mickaël Alphonse,"AC Ajaccio,",", D(LR)",11(10),1111,-,-,1,-,0.5,70.9,1.3,1,6.50
Samú Costa,"Almeria,",", M(C)",13(7),1241,1,-,3,-,0.6,79.1,1.3,-,6.50
Leandro Cabrera,"Espanyol,",", D(CL)",22(1),1875,-,-,5,2,0.7,72.7,2.3,-,6.50
Daniel Amartey,"Leicester,",", D(CR),DMC",17(2),1520,-,-,1,-,0.3,91.6,1.5,1,6.50
Marvin Friedrich,"Borussia M.Gladbach,",", D(C)",10(5),962,1,-,1,-,0.5,85.5,2.1,-,6.50
Ivan Rakitic,"Sevilla,",", M(CL)",14(7),1194,1,2,3,1,1.1,84.9,0.8,1,6.50
Tyronne Ebuehi,"Empoli,",", D(LR)",12(4),1071,2,1,-,-,0.8,78.9,0.4,-,6.50
Stéphane Diarra,"Lorient,",", AM(R)",13(12),992,2,-,1,-,0.8,74.5,0.2,1,6.50
Óscar Rodríguez,"Celta Vigo,",", AM(CLR)",14(10),1288,2,-,5,-,1.4,84.2,0.4,-,6.50
Roque Mesa,"Real Valladolid,",", DMC",15(5),1247,2,1,6,1,1,83.2,0.4,1,6.50
Hugo Guillamón,"Valencia,",", D(C),DMC",18(4),1525,1,4,5,-,0.2,84,0.9,-,6.49
Sam Lammers,"Empoli,",", FW",10(4),886,1,1,-,-,2,63.6,1.3,1,6.49
Kyle Walker,"Man City,",", D(CR),M(R)",14(3),1167,-,-,2,-,0.2,88.3,0.9,-,6.49
Fran Beltrán,"Celta Vigo,",", DMC",24(2),2105,-,1,4,-,0.7,89.8,0.5,-,6.49
Nélson Semedo,"Wolves,",", D(LR),M(R)",21(5),1785,-,1,8,1,0.2,81.9,0.7,-,6.49
Joel Ward,"Crystal Palace,",", D(CLR),DMC,M(R)",15(3),1404,-,-,4,-,0.1,75.9,1.7,-,6.49
Sergio Akieme,"Almeria,",", D(L)",25,2118,1,-,5,-,0.9,80.7,0.6,1,6.49
Scott McTominay,"Man Utd,",", D(C),DMC",7(11),858,-,-,6,-,0.4,83.3,1.3,-,6.49
Dion Lopy,"Reims,",", DMC",14(9),1160,-,1,3,2,0.7,85.8,0.6,-,6.49
Mateo Kovacic,"Chelsea,",", M(CL)",11(8),1169,1,1,4,-,0.8,85,0.4,-,6.49
Gianluca Caprari,"Monza,",", AM(CLR),FW",24(3),1827,4,2,4,-,1.5,83.8,0.1,1,6.49
Yoann Cathline,"Lorient,",", AM(L)",7(8),743,1,1,-,-,1.5,71.6,0.1,-,6.49
Joe Scally,"Borussia M.Gladbach,",", D(R),M(R)",21(2),1889,-,-,1,-,0.3,78.1,0.7,-,6.49
Benno Schmitz,"FC Koln,",", D(CLR)",22(1),1822,1,-,4,-,0.3,63,1,-,6.49
Manolo Gabbiadini,"Sampdoria,",", AM(CLR),FW",16(8),1456,6,1,5,-,2.3,68.4,1.4,2,6.49
Harrison Reed,"Fulham,",", D(R),M(CR)",26,2141,2,1,5,-,0.7,79.1,0.9,-,6.49
Ryan Yates,"Nottingham Forest,",", DMC",17(4),1496,-,2,4,-,1.2,79.1,1.4,-,6.49
Fali,"Cadiz,",", D(C),DMC",16(2),1277,-,-,5,-,0.3,75.2,1.3,-,6.48
Nacho Vidal,"Osasuna,",", D(R)",11(4),962,-,-,3,-,0.5,75.9,1.3,-,6.48
Gary Medel,"Bologna,",", D(C),DMC",16(5),1330,-,1,5,-,0.1,89,0.7,-,6.48
Anthony Modeste,"Borussia Dortmund,",", FW",7(10),795,2,1,4,-,1.3,60.7,1.9,-,6.48
Abdelhamid Sabiri,"Sampdoria,",", AM(CL),FW",12(4),1009,2,-,4,-,1.9,74.1,1.8,1,6.48
Aritz Elustondo,"Real Sociedad,",", D(CR)",12(4),1031,-,1,4,1,0.4,82.9,0.8,-,6.48
Lukas Nmecha,"Wolfsburg,",", AM(CR),FW",10(6),901,4,-,3,-,1.4,66.2,1.1,-,6.48
Adam Webster,"Brighton,",", D(C)",17(3),1500,-,-,1,-,0.8,88,2.3,-,6.48
Jean-Kévin Duverne,"Brest,",", D(CLR)",18(6),1744,-,-,1,-,0.2,75.1,1,-,6.48
Issa Kaboré,"Marseille,",", D(R),M(R)",5(9),608,1,-,1,-,0.4,81.4,0.1,-,6.48
Ante Budimir,"Osasuna,",", FW",14(7),1137,2,-,2,-,1.6,59,3,-,6.48
Munas Dabbur,"Hoffenheim,",", AM(C),FW",5(11),660,5,1,2,1,1.1,73.6,0.3,-,6.48
Richarlison,"Tottenham,",", AM(CLR),FW",9(10),750,-,3,2,-,1,75.2,0.4,1,6.48
Álvaro Aguado,"Real Valladolid,",", M(C)",13(11),1296,1,2,3,-,0.5,85.9,0.5,-,6.48
José Morales,"Villarreal,",", D(R),M(CLR),FW",8(17),1009,6,-,2,-,1.3,71.6,0.3,-,6.48
Abdu Conté,"Troyes,",", D(L),M(L)",13(3),1179,1,2,1,-,0.3,80,0.9,-,6.48
Yangel Herrera,"Girona,",", M(C)",10(6),779,2,2,2,-,1.2,81.4,1.1,-,6.48
Nadiem Amiri,"Leverkusen,",", M(CLR)",6(13),714,3,1,3,-,0.8,87.1,0.1,-,6.47
Wilfried Kanga,"Hertha Berlin,",", FW",13(6),1197,2,-,2,-,1.2,63.5,2.3,-,6.47
Edinson Cavani,"Valencia,",", AM(LR),FW",14(1),977,5,1,4,-,1.7,74.8,0.6,-,6.47
Sanjin Prcic,"Strasbourg,",", M(C)",17(7),1509,1,1,2,1,1.1,85.3,0.6,-,6.47
Saúl Ñíguez,"Atletico,",", D(CL),M(CLR)",7(14),640,1,1,7,-,0.6,78.6,1.3,-,6.47
Naouirou Ahamada,"Stuttgart,",", M(C)",17,1409,2,2,2,1,0.9,85.7,0.4,-,6.47
Karol Linetty,"Torino,",", M(CLR)",19(7),1608,1,-,6,-,0.5,86.4,0.9,1,6.47
Alberto Grassi,"Empoli,",", DMC",7(8),570,-,-,2,-,0.4,81,0.8,1,6.47
Clément Lenglet,"Tottenham,",", D(C)",16(2),1377,-,2,2,-,0.6,87.3,1.7,-,6.47
Joan Gonzàlez,"Lecce,",", M(C)",22(4),1866,1,3,6,-,0.6,78.8,1.1,1,6.47
Kevin Vogt,"Hoffenheim,",", D(CR),M(C)",19,1555,-,-,8,-,-,88.4,0.5,-,6.47
Gavin Bazunu,"Southampton,",", GK",28,2520,-,-,-,-,-,54.7,0.4,1,6.47
Elvis Rexhbecaj,"Augsburg,",", M(C)",21(1),1806,-,-,5,-,0.5,67.4,1.4,-,6.47
Kiliann Sildillia,"Freiburg,",", D(R),M(R)",20(2),1742,-,2,2,1,0.5,73.4,1.6,-,6.47
Mads Roerslev,"Brentford,",", D(R),M(R)",10(5),931,-,-,-,-,0.2,65.9,0.5,-,6.47
Youssef En-Nesyri,"Sevilla,",", FW",11(11),1047,5,-,3,-,1.9,68.2,1.5,-,6.47
Wilfred Ndidi,"Leicester,",", D(C),DMC",12(6),1070,-,-,3,-,0.3,86.3,0.7,-,6.47
Duván Zapata,"Atalanta,",", FW",10(7),839,1,1,1,-,1.5,70.1,1.8,-,6.47
Sardar Azmoun,"Leverkusen,",", AM(C),FW",5(9),552,2,1,1,-,1.3,66.9,0.9,-,6.47
Carles Pérez,"Celta Vigo,",", AM(CR),FW",15(10),1371,1,4,2,-,1.3,86.2,0.2,1,6.47
Boubakary Soumaré,"Leicester,",", DMC",12(6),929,-,-,5,-,0.1,88.4,0.6,-,6.47
Rubén Vargas,"Augsburg,",", AM(CLR),FW",8(8),735,1,2,3,-,0.8,60.2,0.6,-,6.47
Yunus Musah,"Valencia,",", AM(CR)",21(2),1701,-,2,8,-,0.7,82.6,0.8,-,6.47
Mario Pasalic,"Atalanta,",", M(CLR)",14(8),1213,2,2,2,-,1,82.4,1.2,1,6.47
Kike Barja,"Osasuna,",", AM(LR)",7(9),637,1,2,1,-,0.3,76.4,0.4,-,6.47
Kamaldeen Sulemana,"Rennes,",", AM(L)",2(12),317,1,-,1,-,0.9,85.7,0.3,-,6.47
Jordan Zemura,"Bournemouth,",", D(L)",17(2),1457,-,1,1,-,0.2,69.3,0.4,-,6.46
Nico González,"Valencia,",", DMC",7(8),680,1,-,-,-,0.6,89.7,0.8,-,6.46
Rodrigo Ely,"Almeria,",", D(C)",25,2168,-,-,4,1,0.6,80.3,2.3,-,6.46
Tommaso Augello,"Sampdoria,",", D(L),M(L)",24(2),2080,2,2,1,-,0.3,76,1,-,6.46
Gaetan Perrin,"Auxerre,",", AM(L)",12(15),1097,3,1,1,-,0.8,76.4,0.5,-,6.46
Ross Barkley,"Nice,",", M(CLR)",7(12),669,3,2,1,-,1.4,84.1,0.1,-,6.46
Tomás Rincón,"Sampdoria,",", M(CR)",19(4),1652,-,2,5,1,0.4,82.6,1,-,6.46
Henning Matriciani,"Schalke,",", D(CR)",14,1210,-,-,-,-,0.1,76.5,1.9,-,6.46
Riccardo Saponara,"Fiorentina,",", AM(CL)",10(12),913,2,2,3,-,1.4,75.9,0.3,1,6.46
Ante Rebic,"AC Milan,",", AM(CLR),FW",6(11),619,3,2,4,-,1.2,58.8,0.6,1,6.46
Assan Ceesay,"Lecce,",", FW",14(9),1182,4,-,1,-,1.3,61.4,1.8,1,6.46
Takumi Minamino,"Monaco,",", AM(CLR),FW",7(7),508,1,3,2,-,0.9,73.6,0.4,-,6.46
Danny Ward,"Leicester,",", GK",26,2340,-,-,-,-,-,70.5,0.2,1,6.46
Rubén García,"Osasuna,",", AM(CLR),FW",6(14),720,1,2,2,-,0.8,81.3,0.4,-,6.46
Christoph Kramer,"Borussia M.Gladbach,",", M(C)",24,1963,-,-,3,-,0.2,83.6,0.9,-,6.46
Emerson,"West Ham,",", D(L),M(L)",10(4),809,1,-,1,-,0.6,82.5,0.9,-,6.46
Óscar Gil,"Espanyol,",", D(R)",21(1),1697,-,1,9,-,0.4,78.3,0.4,-,6.46
Mohamed Elyounoussi,"Southampton,",", AM(CLR),FW",21(4),1743,-,1,3,-,1.2,69.2,1.2,-,6.46
Rui Patrício,"Roma,",", GK",27,2430,-,-,1,-,-,73.1,-,-,6.46
Brenden Aaronson,"Leeds,",", AM(CLR)",23(3),1960,1,2,2,-,1.3,79.3,0.3,-,6.46
Johan Vásquez,"Cremonese,",", D(CL)",11(4),1053,-,-,6,-,0.4,73.5,1.2,-,6.46
Jonny,"Wolves,",", D(CLR),M(LR)",14(4),1263,1,-,3,1,0.5,84.1,0.8,-,6.46
Erik Lamela,"Sevilla,",", AM(CLR),FW",13(8),1301,4,-,6,1,1.6,79.8,0.4,-,6.46
Renato Sanches,"PSG,",", M(CR)",3(13),452,2,-,-,-,0.4,92.3,0.3,-,6.46
Fabio Miretti,"Juventus,",", AM(C)",10(9),898,-,2,1,-,0.9,73.2,0.2,-,6.46
Jan Thielmann,"FC Koln,",", AM(CLR),FW",5(9),553,1,1,2,-,0.6,67,0.5,1,6.46
Alejandro Pozo,"Almeria,",", D(R),M(R)",13(7),1201,-,2,-,-,0.4,73,0.3,-,6.46
Moussa Sissoko,"Nantes,",", M(CR)",17(4),1477,2,-,3,-,0.7,80.5,1,1,6.46
Lucas Perrin,"Strasbourg,",", D(C)",11(7),1142,-,-,2,-,0.1,82.5,1.3,-,6.45
Álvaro Negredo,"Cadiz,",", FW",7(7),557,1,2,-,-,0.9,59.7,1.9,1,6.45
Lucas Olaza,"Real Valladolid,",", D(L),M(L)",13(5),1224,-,1,3,-,0.2,79.5,1.2,-,6.45
Adam Lallana,"Brighton,",", M(CLR)",12(4),730,2,1,-,-,0.5,83.2,0.5,-,6.45
Ederson,"Man City,",", GK",27,2430,-,1,2,-,-,84.4,0.3,-,6.45
Kevin Trapp,"Eintracht Frankfurt,",", GK",24,2160,-,-,2,-,-,61.4,0.2,-,6.45
Tyrick Mitchell,"Crystal Palace,",", D(L)",24(2),1996,-,2,4,1,0.1,69.5,0.7,-,6.45
Luka Lochoshvili,"Cremonese,",", D(C)",14(2),1204,-,1,3,-,0.3,79,1.3,-,6.45
Muhammed Cham,"Clermont Foot,",", AM(C)",17(11),1455,4,2,2,-,1.3,82.6,0.1,1,6.45
Mathias Pereira Lage,"Brest,",", M(CLR)",14(4),1088,1,1,2,-,1,72.6,0.9,-,6.45
Thomas Delaine,"Strasbourg,",", D(L),M(LR)",10(4),864,-,1,3,-,0.4,70,0.8,-,6.45
Ferran Torres,"Barcelona,",", AM(LR),FW",10(13),994,2,-,4,1,1.4,81.9,0.2,1,6.45
Abdessamad Ezzalzouli,"Osasuna,",", AM(L)",12(7),933,1,2,1,1,1.1,75.7,0.1,1,6.45
Marcus Ingvartsen,"Mainz,",", AM(CR),FW",12(7),943,8,-,1,-,1.5,65.7,1.3,-,6.45
Federico Ceccherini,"Verona,",", D(C)",14(1),1043,1,-,7,1,0.3,76.5,1.4,-,6.45
Achraf Dari,"Brest,",", D(C)",15(3),1317,1,-,1,-,0.2,79.6,2.1,-,6.45
Miguel Gutiérrez,"Girona,",", D(L)",20(4),1746,1,2,6,-,0.5,84.5,0.3,-,6.45
Clerc,"Elche,",", D(L),M(L)",20(1),1659,-,1,1,-,0.3,75.4,0.4,-,6.45
Andrea Pinamonti,"Sassuolo,",", FW",19(4),1643,4,-,2,-,2.3,65.3,1.3,-,6.45
Samuel Moutoussamy,"Nantes,",", M(CL)",18(7),1592,-,2,6,-,0.7,87.1,0.7,-,6.45
Ángel Correa,"Atletico,",", AM(CLR),FW",9(15),969,5,-,1,1,1.3,82.2,0.1,1,6.45
Luis Muriel,"Atalanta,",", AM(CL),FW",7(11),776,1,2,-,2,0.9,68.7,0.5,1,6.45
Sergi Gómez,"Espanyol,",", D(CR)",17(3),1598,-,-,-,1,0.3,85.7,1.7,-,6.45
Jørgen Strand Larsen,"Celta Vigo,",", FW",15(7),1258,2,3,4,-,1.4,68.5,1.5,1,6.45
Adama Soumaoro,"Bologna,",", D(CR)",16(1),1416,-,-,3,1,0.1,93.5,1.5,-,6.45
Sofyan Amrabat,"Fiorentina,",", DMC",20(4),1664,-,-,9,-,0.4,89,0.5,-,6.45
Toni Villa,"Girona,",", AM(CLR)",8(12),706,1,2,2,-,0.8,80.8,0.1,2,6.44
Yassine Bounou,"Sevilla,",", GK",25,2064,-,-,2,-,-,73.3,0.2,1,6.44
Léo Leroy,"Montpellier,",", DMC",10(8),817,-,-,6,-,0.7,76.1,0.9,-,6.44
Emanuele Valeri,"Cremonese,",", M(L)",23(3),1991,2,2,2,-,1.2,60.7,0.4,-,6.44
Joakim Maehle,"Atalanta,",", D(LR),M(LR)",16(8),1392,2,1,3,1,0.8,81.2,0.1,-,6.44
Milan Skriniar,"Inter,",", D(C)",20(1),1770,-,-,3,1,0.4,91.7,0.8,-,6.44
Michele Castagnetti,"Cremonese,",", DMC",7(9),760,-,1,2,-,0.4,77.8,0.4,-,6.44
Mitchel Bakker,"Leverkusen,",", D(L),M(L)",13(7),1154,3,2,2,1,0.7,78.2,0.5,-,6.44
Yoann Salmier,"Troyes,",", D(C)",26,2242,1,-,4,1,0.4,83.9,1.7,-,6.44
James Milner,"Liverpool,",", D(LR),M(CLR)",6(14),709,-,1,1,-,0.3,81.1,0.5,-,6.44
Arne Maier,"Augsburg,",", M(CR)",16(5),1357,3,-,1,-,0.9,73.5,0.4,1,6.44
Trevoh Chalobah,"Chelsea,",", D(CR),DMC",11(5),1004,-,-,3,-,0.3,89.2,1.3,-,6.44
Nicolas Jackson,"Villarreal,",", FW",8(7),796,2,2,1,-,1.1,73.2,0.3,-,6.44
Bevic Moussiti-Oko,"AC Ajaccio,",", FW",7(10),696,1,-,1,-,1.2,57.3,3.1,1,6.44
Munir El Haddadi,"Getafe,",", AM(LR),FW",4(14),659,2,1,4,-,1.4,72.4,1,-,6.44
Simon Terodde,"Schalke,",", FW",16(9),1373,3,-,4,-,1.4,67.5,2.1,2,6.44
Tonny Vilhena,"Salernitana,",", D(L),M(CL)",19(4),1585,3,1,4,-,1.1,79.5,0.3,-,6.44
Linton Maina,"FC Koln,",", M(CLR),FW",18(6),1542,2,5,-,-,1.1,76,-,1,6.44
Bartosz Bereszynski,"Sampdoria,",", D(CLR),M(R)",15,1203,-,-,1,-,0.2,75.5,1.2,-,6.43
Petar Stojanovic,"Empoli,",", D(R),M(R)",15(6),1379,-,1,3,-,0.4,80.2,0.1,-,6.43
Andrea Consigli,"Sassuolo,",", GK",25,2250,-,-,-,-,-,75.6,0.3,1,6.43
Tobias Mohr,"Schalke,",", D(L),M(CL)",8(7),780,-,2,-,-,0.7,68.2,0.5,-,6.43
Julien Ponceau,"Lorient,",", AM(C)",16(9),1356,1,4,1,-,0.5,83.1,0.2,-,6.43
Jeremy Toljan,"Sassuolo,",", D(LR),M(LR)",20(1),1859,-,1,2,-,0.2,82.3,0.3,-,6.43
Robert Sánchez,"Brighton,",", GK",22,1980,-,-,1,-,-,73.6,0.3,-,6.43
Colin Dagba,"Strasbourg,",", D(R),M(R)",9(7),711,-,-,2,-,0.1,85.3,0.2,-,6.43
Conor Coady,"Everton,",", D(CR),DMC",22,1971,1,1,2,-,0.2,84.9,1.1,-,6.43
Dylan Bronn,"Salernitana,",", D(C)",16(4),1426,-,-,3,1,0.4,85.4,1.5,-,6.43
Komnen Andric,"Clermont Foot,",", FW",16(12),1379,4,3,3,-,1,75.3,1.5,-,6.43
Thomas Mangani,"AC Ajaccio,",", M(C)",9(9),893,1,1,3,-,0.4,71.3,1.1,-,6.43
Jim Allevinah,"Clermont Foot,",", M(LR)",18(8),1660,1,-,2,-,0.9,82.8,0.2,-,6.43
Dani García,"Athletic Bilbao,",", DMC",11(6),928,-,1,3,-,0.4,78.1,0.8,-,6.43
Fernando Calero,"Espanyol,",", D(C)",15(3),1228,-,-,3,-,0.3,81.3,1.3,-,6.43
Andoni Gorosabel,"Real Sociedad,",", D(R)",11(5),1001,-,-,2,-,0.4,87,0.7,1,6.43
Ryan Christie,"Bournemouth,",", AM(CLR),FW",12(9),1067,1,-,1,-,0.9,82.5,0.3,-,6.43
Luis Hernández,"Cadiz,",", D(CR)",24,2160,-,-,4,1,0.2,78.6,1.2,-,6.43
Alexander Hack,"Mainz,",", D(C)",14(4),1127,-,-,2,1,0.2,74.1,1.8,-,6.43
Kiko Femenía,"Villarreal,",", D(LR),M(R)",10(5),902,-,-,-,-,-,88.2,0.5,-,6.43
Igor Julio,"Fiorentina,",", D(C),M(L)",16(4),1454,-,-,7,1,0.3,88.1,1.7,-,6.43
Charles De Ketelaere,"AC Milan,",", M(CLR),FW",7(16),864,-,1,2,-,0.7,78.9,0.6,-,6.42
Chris Mepham,"Bournemouth,",", D(C)",19(2),1748,-,-,7,-,0.3,82.2,1.7,-,6.42
Silvan Widmer,"Mainz,",", D(CR),M(R)",14(7),1280,2,-,-,-,0.9,73.1,0.6,-,6.42
Romain Perraud,"Southampton,",", D(L),M(L)",19(6),1613,2,2,3,-,1.1,76.1,0.4,1,6.42
Francis Coquelin,"Villarreal,",", M(CLR)",9(7),746,1,-,2,-,0.4,87.4,0.4,-,6.42
Miha Blazic,"Angers,",", D(C)",20(1),1774,2,-,4,-,0.3,87.1,1.9,-,6.42
Javi Hernández,"Girona,",", D(L)",7(7),633,1,2,2,-,0.4,82.9,0.6,-,6.42
Kingsley Ehizibue,"Udinese,",", D(R),M(R)",10(11),1049,2,-,5,-,0.3,74.1,0.6,1,6.42
Nemanja Maksimovic,"Getafe,",", M(C)",14(3),1088,-,-,1,-,0.5,80.5,0.6,-,6.42
